ID	Bibliography	Discussion	Title	Ancient City	Roman Province	Date	Low Date	High Date	Low Date Uncertainty	High Date Uncertainty	Dedicator	Honorand	Military	Civic	Administrator	Inscription Type	Keywords	Modern City	Modern Country	Photo	Sole Dedication	Group Dedication	Checked By	Damnatio	Inscription Text	Translation	Notes
407	CIL 08 14690	COPY																		http://web3.forest.usf.edu/main/other/severan/jdi/images/406.jpg			Attention!				
34	AE 1939 00040	"notes from AE 1939 00040: The dedication was perhaps made during Severus’ journey in Thrace on his return from the Parthian ward (the early months of 202). The pentapolis, mentioned in lines 17-19 is otherwise unknown. p. 51-54 with flg. J. Bousquet. A Bouloustra, near Abdere, Fronton"				202?					Hadrianopolis						"Antonine Heritage, LSS, C, JD, mater castrorum"	Hadianopolis	Bithynia	http://web3.forest.usf.edu/main/other/severan/jdi/images/33.jpg			transcription		"___________ ___C___ C_
__CTW __CEBEI ANEIKH
_W _ CEPTIMIW CEOYH_W
π________ _EOY M YIW ____
________ _____W ____
__________ _____W _EW_
________ ___ ________ __
_____ ____CTW M AY_H__W ANTW
_____ ___________C KAICA
___ CEOYH_OY _________C
___ ____ ________ ____
_____ ____ _ _____W __WN
___WNEINOY AD_IANOY
________ ______W KAI IOY
___ _____ CEBACTH MHT_I
_____WN OI _____________
…__ _______________ 
_______ CKIMBE_____ ___W____
___ __CIAN"	"A sacrifice to the emperor Caesar Augustus Pius unconquered Lucius Septimius Severus Pertinax sone of the divine Marcus, brother of the divine Commodus, grandson of the divine Antoninus, great grandson of Hadrian and great grandson of Trajan and to the emperor Caesar Augustus Marcus Aurelius Antoninus, Imperator Caesar son of Severus Pertinax, brother of the divine Commodus, grandson of the divine Marcus, great grandson of the divine Antoninus, descendant of Hadrian, Trajan and to Julia Domna Augusta Mother of the Camp, the Pentapolis of Hadrianpolis ...oi, Bergaoi, skimbertioi, gazorioi"	
401	CIL 08 12032	"Transcription from EDCS.

HG"															"LSS, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/400.jpg			Attention!		P]ertinacis A[ug(usti) pontif(icis) m]aximi trib(unicia) po[t(estate) 3] / [et Iuliae Domnae Aug(ustae) Imp(eratoris) Caes(aris) L(uci) Septimi Severi Pii Pert]i[nac]is Aug(usti) c[oniugis m]a[tr]is castr(orum) [et Augustorum 3] / [3 defens]ore patri[ae curatore rei] publicae [		
287	ILAfr 00130 = ILPSbeitla 00022	"EDCS addition; not in Kettenhoffen

MW"															"JD, LSS"			http://web3.forest.usf.edu/main/other/severan/jdi/images/286.jpg			Image		Iuliae Domnae / Aug(ustae) / Imp(eratoris) Caes(aris) L(uci) Septimi Se/veri Pii Pertinacis / Aug(usti) Arabici Adiabe/nici p(atris) p(atriae) uxori / d(ecreto) d(ecurionum) p(ecunia) p(ublica) / dedicante P(ublio) Aelio / Rustico cur(atori) rei p(ublicae) / e(gregio) v(iro)		
359	CIL 08 01017																JD			http://web3.forest.usf.edu/main/other/severan/jdi/images/358.jpg			Attention!		Arab(ico?) Parth(ico) Adi]aben(ico?) max(imo?) p(atri) p(atriae) [3] / [3 Iuliae Domn]ae Aug(ustae) matr(i) [		
194	CIL 06 00786					212-217					Eutyches Fictor						JD	Rome	Italy	http://web3.forest.usf.edu/main/other/severan/jdi/images/193.jpg			Complete		(ue)STAE DONVM PRO SALVTE/ IVLIAE AVG(ustae) MATRIS/ M(arci) ANTONINI AVG(usti) N P M/ EVTYCHES FICTOR CVM* FILII*/ VOTO SVSCEPTO.	"A gift to Vesta on behalf of the health of Julia Augusta, mother of our Augustus Marcus Antoninus, Pontifex Maximus. Eutyches Fictor with his sons erected this in accordance with fulfilling a vow"	
241	CIL 06 01047 = CIL 14 02072	"JL Notes: Municipalities Laurentum Lavinium

HG: *unsure about Lavrentes Lavinates
HG: Dated at approximatley198 when Caracalla became “Augustus.

HG: Not sure if the final title is for JD since it was MAT SEN and M PATR was not given until 211, when Septimius Severus died."				198											"JD, LSS, C,"			http://web3.forest.usf.edu/main/other/severan/jdi/images/240.jpg			Proof		IVLIAE AVG(ustae)/ MATRI CASTRORVM/ IMP(eratori) CAES(ari) L(ucius) SEPTIMI/ SEVERI PII PERTINAC/ AVG(usti) ARAB(ici) ADIAB(enici) PARTH(ici)/ MAXIM(i) FORTISSIMI/ FELICISSIMI P(atri) P(atriae)/ IMP(eratori) CAES(ari) M(arcus) AVRELLI/ANTONINI PII FELICIS/ AVG(usti) ET SENATVS ET PATRIAE/ [6]/ MATRI / LAVRENTES LAVINATES	"To Julia Augusta, mother of the Camp, to the Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus maximus, the bravest, the most fortunate arabicus adiabbenicus, parthicus, father of the fatherland (and) to the Imperator, Caesar Marcus Aurelius Antoninus Pius Felix Augustus and to mother of the senate and fatherland [6] placed by Lavrentes Lavinates"	
278	"CIL 08 00885 = CIL 08 12387 = CIL 11 *00250,2a = D 06803"	EDCS addition; not in Kettenhoffen															"JD, LSS,"			http://web3.forest.usf.edu/main/other/severan/jdi/images/277.jpg			Translation		Iuliae Domnae Aug(ustae) / matri castrorum / matri Augustor[um] / Imp(eratoris) Caes(aris) L(uci) Septimi Severi Pii / Pertinacis Aug(usti) coniugi / Q(uintus) Silicius Victor et C(aius) Tadius For/tunatus ob honorem flam(onii) / sui perpetui statuam cum / base ex HS binis milib(us) n(ummum) legi/timis adlectis tertis ex de/creto paganor(um) pagi Mercurialis / veteranorum Medelitanor(um) / s(ua) p(ecunia) f(ecerunt) idemque dedicaverunt		
434	CIL 08 25457	[SN]															"JD, C"			http://web3.forest.usf.edu/main/other/severan/jdi/images/433.jpg			Proof		ADNEP D(ivi) M(arci) ANTONINI PII PRONEP / TRIB(unicia) POT(estati) V IMP(eratori) II CO(n)S(uli) II DESGNATO IIII P(atri) P(atriae) PROC(onsuli) / (castror)VM ET SENATVS ET PATRIAE / [m]ATRI IMP(eratoris) ANTONINI AVG(usti)	"great-great-great grandson of the Divine Marcus Antoninus Pius, great grandson
in the 5th year of his Tribunicia Potestas, with his second acclamation as Imperator, thrice Consul, four times Designated, Pater Patriae, Proconsul
Castrorum and Senatus and Patriae
Mater Imperatoris Antonini Augusti"	
533	IRT 00039	"Transcription taken from EDCS
Julia Domna does not appear in this inscription.

MG"															LSS	Sabratha	Tripolitana	http://web3.forest.usf.edu/main/other/severan/jdi/images/532.jpg			Image		] / [L(uci) Septimi Severi Pi]i Pert[(inacis) Arab(ici) Adiab(enici) Parth(ici) max(imi) f(ilii)] / [divi Marci nepotis] divi Pii pron[ep(otis) divi Hadriani abnep(otis)] / [divi Traiani Pa]rth(ici) abn(epotis) di[vi Nervae proadnep(otis!)] / [3 coni]ugi C[		
274	CIL 03 07581 = IScM 02 00135	EDCS addition; not in Kettenhoffen															JD			http://web3.forest.usf.edu/main/other/severan/jdi/images/273.jpg			Image		[I(ovi) O(ptimo)] M(aximo) / [pro sal(ute) Iuliae Dom]nae Aug(ustae) [		
364	CIL 08 02370	MW															"C, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/363.jpg			Translation		[imperatore caes]AR[e] / M(arco) AVRELIO SEVERO AN/TONINO PIO FELICE AVG(usto) / PART(hico) MAX(imo) BRIT(tannico) MAX(imo) GER(manico) / (MAX(imo) PONT(ifico) MAX(imo) TRIB(unae) POT(esta) / XVII IMP(erator) III COS (IIII) P(ater) P(atriae) ET / IVLIA AVG(usta) PIA FELICE M(a)TRE / [a]VG(usti) ET CASTRORum) ITEM [se]NATVS ET PATRIAE  / AM[icu]M PONTIS CN / OB[ilia a]EREIS CONCLV/[dendum ouraui]T PORTI/[ous .....ri picturis / enornaias ianuis et / pronais additis mar/morisus consiranti/usque ad iniroitum / perfe]CTV[m res pu]/BLICA THAM[ugadens] / D D		
553	Sasel 00157 = AE 1958 00063	"Could find on EDCS
MG"																		http://web3.forest.usf.edu/main/other/severan/jdi/images/552.jpg			Image				
23	AE 1911 00101	AB: Cuicul was a veterans colony established under Nerva according to the OCD									City of Cuicul						"C, JD, municipal, Cuicul, mater avg, mater senatus, mater patriae"	Djemila/ Cuicul	Africa	http://web3.forest.usf.edu/main/other/severan/jdi/images/22.jpg			Proof		Imp(eratori) Caes(ari) M(arco) Au/relio Severo / Antonino Pio Fel(ici) / Aug(usto) divi Septimi / Severi Pii Arab(ici) Adiab(enici) Parth(ici) max(imi) / Britt(annici) max(imi) Aug(usti) et Iuliae Domnae Aug(ustae) / matris Caesar(is) et senatus et patriae / filio divi M(arci) Ant(onini) Pii Germ(anici) Sarmat(ici) / nep(oti) divi Ant(onini) Pii pronep(oti) divi Hadr(iani) / abnep(oti) divi Tra(iani) Parth(ici) et divi Nerv(ae) / adnep(oti) Parth(ico) max(imo) Brit(annico) Max(imo) Ger(manico) Max(imo) Pont(ifi) Max(imo) trib(unicia) pot(estate) III imp(eratori) III / co(n)s(uli) IIII p(atri) p(atriae) proco(n)s(uli) res pub(lica) / Cuiculitanorum vias torren/tibus exhaustas restituit ac no/vis munitionibus dilatavit	"To the Imperator Caesar Marcus Aurelius Severus Antoninus Pius Felix Augustus son of the divine Septimius Severus Pius Arabicus Adiabenicus Parthicus Maximus Brittannicus Maximus Augustus and Julia Domna Augusta Mother of the Caesar and the Senate and the Fatherland, grandson of the divine Marcus Antoninus Pius Germanicus Sarmaticus, great grandson of the divine Hadrian, great great grandson of the divine Trajan Parthicus and great, great, great grandson of the divine Nerva Parthicus Maximus Britannicus Germanicus Maximus, Pontifex Maximus, in the third year of his Tribunicia Potestas, his third acclamation as Imperator, three times consul Pater Patriae with proconsular power, the city of Cuicul restored the roads that had been washed out by the torrents and broadened them with new fortifications"	
156	AE 1995 01528	"EDCS cites this as CIL 03, 12272 = AE 1995, 01528

MW:The date was chosen due to the inclusion of Severus and Caracalla as emperors and Geta as caesar. Geta was given caesar in 198 and Severus had held tribunary power yearly for nine years.

MW: How many pontifices maximi existed at any given point? Is it possible to have two, as the inscription suggests?"				198-202											"LSS, C, G, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/155.jpg			Image		[Imp(erator) Caes(ar) L(ucius) Septimius Severus Pius Per]/[tinax Aug(ustus) pontifex maximus tribuni]/[ciae potestatis VIIII] CO(n)S(ul) II [e]T [Imp(erator) Caes(ar)] / [M(arcus) Aur(elius) Antonin]VS PIVS [Aug(ustus) pontifex maxi]/[mus] [[et P(ublius) Septimius Geta nobilissi]]/[[mus Caesar]] ET IVL(ia) [D]O[mna Augusta] / [mater castr]ORVM // [	"Imperator, Caesar Lucius Septimius Severus Pius Pertinax Augustus Pontifex maximus of tribunary power [voted]  nine [times, and] consul twice and Imperator Caesar Marcus Aurelius Antoninus Pius Augustus Pontifex maximus and noble Publius Septimius Geta Caesar and Iulia Domna Augusta mother of the camps..."	
598	ILTun 00585	"Transcription from EDCS.

HG"															JD			http://web3.forest.usf.edu/main/other/severan/jdi/images/597.jpg			Image		f]ortissimi invictissimique C(?)[3] / [3i]ci maximi p(atris?) p(atriae?) p(ontificis?) m(aximi) et Iuliae Dom[nae Augustae 3] / [[6]] / [3 civitas Chusir]ensis templum vetustate conlapsum [		
345	ILPBardo-02 00005	"EDCS addition; not in Kettenhoffen

MW"															"C, JD, domus"			http://web3.forest.usf.edu/main/other/severan/jdi/images/344.jpg			Image		] sacrum / [pro salute Imp(eratoris) Caes(aris) M(arci) Aureli Antonini Aug(usti) Pii Fel]icis Aug(usti) et Iuliae Domnae Aug(ustae) matri Aug(usti) / [et castrorum totiusque divinae d]omus eorum		
416	CIL 08 17871	"Transcription from EDCS.

HG"															"C, LSS, G, JD, domus"			http://web3.forest.usf.edu/main/other/severan/jdi/images/415.jpg			Translation		Imp(eratori) Caesari M(arco) Aurelio Antonino Aug(usto) Parthico m[a]ximo trib[uniciae potes]/tatis bis proconsuli Imperatoris Caesar[is] L(uci) Septim[i Sev]eri Pi[i Pertinacis Aug(usti)] / Arabici Adiabenici Parthici maximi fortis[simi f]elic[issmique principis filio] / [[[P(ubli) Septimi Getae nobil(issimi) Caesaris fratri]]] <> divi M(arci) [Antonini Pii Germ(anici) Sarm(atici) nepoti divi] / Antonini pronep(oti) divi Hadriani abnepot[i divi Traiani Parthici et divi Nervae] / abnepoti(!) dedicante Q(uinto) Anicio Fausto [leg(ato) Augg(ustorum) pro praetore consuli am]/plissimo pat(rono) col(oniae) et Saevinio Proculo tri[buno laticlavio curatore r(ei) p(ublicae) d(ecreto) d(ecurionum) p(ecunia) p(ublica)]		
19	AE 1950 00230	"MG: Earliest date possible is 195, the year in which JD received title of  “Mater Castrorum”."				p. 195					Decuriones of Berytus						"JD, decuriones, municipal, sole dedicant, mater castrorum"	Berytus  (Beruit)	Syria	http://web3.forest.usf.edu/main/other/severan/jdi/images/18.jpg			Image		Iuliae / Domnae / Aug(ustae) matri / castr[orum] / col(onia) Iulia / fel(ix) Ber(ytus) / pu(blice) dec(reto) dec(urionum)	"To Julia Domna Augusta, Mother of the Camp. Placed at public expense by decree of the Decuriones of the blessed Julian colony, Berytus."	
316	CIL 08 26259 = Uchi-01-Rug 00020 = Uchi-02 00043	"EDCS addition; not in Kettenhoffen

MW"															JD ?			http://web3.forest.usf.edu/main/other/severan/jdi/images/315.jpg			Translation		Part]hici maximi [3] / [3 Domna]e matris August[i 3] / [3]to cum imaginibu[s 3] / [3 popu]lo gymnasium [		
371	CIL 08 02559 = Waltzing 1442																			http://web3.forest.usf.edu/main/other/severan/jdi/images/370.jpg			Transcription				
506	IGLS 06 02711 = CIL 03 00138	"AB: EDCS has two separate entries for this: CIL 03, 00138 = IGLS-06, 02711 ; CIL 03, 00138a (p 970, 2328,75, 2328,76) = CIL 03, 14385b1 = D 04283 (p 182) = IGLS-06, 02711 = AE 1906, 00187a ; We should probably talk about this together in order to find out what we should be showing. This appears to be a military inscription from Syria.

Speculator was originally a scout, but by this time, probably a messenger."				212-217					Aurelius Antonius Longinus						"military, victory ?, C, JD, cf. IGLS 06 02712,"	"Heliopolis (Balabakk / Baalbek, Lebanon)"	Syria	http://web3.forest.usf.edu/main/other/severan/jdi/images/505.jpg			Attention!		"[I(ovi) O(ptimo) M(aximo), V(eneri)], M(ercurio) * Diis heliupol(itanis) [*]/ pro sal(ute) */[et] victoriis d(omini) n(ostri) Antonini Pii Fel(icis) Aug(usti) et Iuliae/Aug(ustae) matris d(omini) n(ostri), castr(orum), [sen]at(us), patr(i-/ae), [Aur(elius) Ant(onius)] / Longinus specul(ator) leg(ionis)/III Gall(icae)/[An]toninianae capita columnarum dua aerea auro inluminata, sua pecun[ia/ex] / voto l(ibens) a(nimo) s(olvit)./"	"To Jupiter Optimius Maximus, Venus, Mercury and the gods of Heliopolis, on behalf of the health and victory of our lord Antoninus Pius Felix Augustus and Julia Augusta mother of our lord, mother of the camp, mother of the senate and the mother of the patriae, Aurelius Antonius Longinus, a messenger/scout of the III Gallica Antoniniana legion after he brightened two bronze capitals of columns with gold, he fulfilled his vow with a free spirit"	
55	AE 1968 00200	"From Boccadifalco, a region of Palermo, in the contrada Luparello.  This is a fragment from a limestone shield, damaged at the base and at the right, found in 1956 in a group of ruins.  The parts preserved the titulature of Septimius Severus and allow a reconstruction of the missing parts on the right.  It is notable that the only title given for Julia Domna is Mater Castorurm which she received in 197 [sic -- E. Kettenhoffen has proved that it was awarded in 195].  Note as well that the titles that LSS received in the East are missing as well as a mention of Caracalla.  This is one of several inscriptions from the res republica Panhormitanorum (Palermo), one of which is addressed to Julia Domna herself.  Perhaps this group can be explained by P. Septimius Geta, the brother of Severus, who was the governor of Sicily under Commodus."				post 195											"JD, LSS, mater castrorum"	Panormus / Palermo	"Italy, Sicilia, Melita"	http://web3.forest.usf.edu/main/other/severan/jdi/images/54.jpg			Complete		Iuliae Au[g(ustae)] / matri castro[r(um)] / Imp(eratoris) L(uci) Septimi Severi P[ii] / Pertinacis Aug(usti) Arabic[i] / [Adiabenici Parth]i[ci maximi	"To Julia Augusta, Mother of the Camp and [wife] of Imperator Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus Maximus"	
575	ILAfr 00293= AE 1908 170	"Transcription from EDCS.

HG"															"JD, LSS"			http://web3.forest.usf.edu/main/other/severan/jdi/images/574.jpg			Image		Iuliae Domnae Aug(ustae) / matri Augg(ustorum) castrorum/que perennibusq(ue) victo/riis eorum Imp(eratoris) Caes(aris) L(uci) Sep/timi Severi Pii Pertinacis / Aug(usti) Arab(ici) Adiab(enici) Part(hici) max(imi) / fortissimi felicissimi / coniugi / c(ivitas) G(iufitana) d(ecreto) d(ecurionum) d(edit) p(ecunia) p(ublica)		
405	CIL 08 14454	"Transcription from EDCS.

HG"															"LSS, C, G, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/404.jpg			Attention!		Marti Conservat(ori) / pro salute Impp(eratorum) Severi / et Antonini [[[et G[etae Cae]s(aris)]] / princip(is) iuvent(utis) et Iuliae / Domnae Aug(ustae) matr(is) cast(rorum) / M(arcus) Rossius Vitulus proc(urator) / ducen(arius) IIII publ(icanus) prov(inciae) Afr(icae)		
191	CIL 06 00354 = SIRIS 00370 = Malaise Roma 00014	JL Notes: privatus but princeps castrorum perigrinorum? Original date 203-5; corrections 212-217															"LSS, C, JD"			http://web3.forest.usf.edu/main/other/severan/jdi/images/190.jpg			Translation		ISIDI REGINAE/ PRO SALVTE ET INCOLVMITATE/ IMPP(eratorum) CAESS(arum) L(ucii) SEPTIMI SEVERI PII PER/TINACIS AVG(usti) ARAB(ici) ADIAB(enici) PARTH(ici)/MAXIMI ET/ M(arci) AVRELLI ANTONINI PII FELICIS/ AVG(usti) BRITT(annici) MAX(imi)/ PRINCIPIS IVVENTVTIS ET/ IVLIAE AVG(ustae) MATRIS AVG(usti) N ET/ CASTROR(um) ET SENATVS/ ET PATRIAE/ L CEIVS L FIL PRIVATVS/ QVOD CVM EXAMPLIARETVR/ BALNEVM SVB PRINCEPS/ VOVERAT PRINCEPS CASTR/ PEREGRINORVM V S L M	"To Queen Isis on behalf of the health and integrity of the Imperatores Caesares Lucius Septimius Severus Pius Pertinax Augustus Arabicus, Adiabenicus Parthicus Maximus and Marcus Aurelius Antoninus Pius Felix Augustus Brittanicus Maximus Princeps Iuventus and to Julia Augusta Mother of our Augustus and mother of the Camp and of the Senate and Fatherland. Lucius Ceius son of Lucius, while a private citizen PATRIAE/ L CEIVS L FIL PRIVATVS/ QVOD CVM EXAMPLIARETVR/ BALNEVM SVB PRINCEPS/ VOVERAT PRINCEPS CASTR/ PEREGRINORVM V S L M"	
21	AE 1956 00144					212-217											"C, JD, domus, temple, mater avgg, mater castrorum, mater senatus, mater totius domus"	Pozzuoli/Puteoli	"Italy, Latium and Campania, Regio I"	http://web3.forest.usf.edu/main/other/severan/jdi/images/20.jpg			Proof		RVM NVMINI [praese]NTI* VENERI [caelesti/ iussu imp caes m aureli anTONINI pii p]ELICIS* AVG P(ater) P(atriae) [iu]LIAE AVG MATRI AV[g et cast/ et senatus et totius do]MVS DIVIN[ae nou]VM TEMPLVM EXTRVXIT ASELLIN/ IDEMETRI   AC SIBI DATVM AB APPIO CLA[udio]	"To the present god(?) to the heavenly Venus,by the order of the Imperator Caesar Marcus Aurelius Antoninus Pius Felix(?) Augustus, Pater Patriae (and) to Julia Augusta Mater of the Augustus, mater Castrorum and Senatus and the entire divine household, Asellinus Edemetrius(?) built up the new temple to the goddess and also he himself gave after Appius Cladius(?)"	
516	IGRR 01 01063 = SB 04275					216 March 10											"C, JD, city, Alexandria, lover of Serapis, divine Severus"	Alexandria	Egypt	http://web3.forest.usf.edu/main/other/severan/jdi/images/515.jpg			Transcription			"To the emperor M. Aurelius Severus Antoninus Parthicus Maximus Bretannicus Maximus Germanicus Maximus Felix Pius Augustus the lover of Serapis and to Julia Domna the mother of the unconquered camp and to the divine Severus, the city ... and ...."	
438	CIL 08 26258 = CIL 08 15449	"[SN]

Transcription from EDCS."															JD			http://web3.forest.usf.edu/main/other/severan/jdi/images/437.jpg			Attention!		"IMP  ]   [  OMINI FIL  ]   [  DIVI  ]  [  IM  ]   [  PIO  ]   [  BICO AD  ]   [  IABE  ]   [  NICO PAR  ]   [  ?ICO  ]   [  XIMO  ]   [  OT XV  ]   [  MP  ]   [  VERI PII P  ]   [  RABIC  ]   [  FIL  ]   [  NTONINO  ]   [ I COS II DESIG IIII ET  ]   [  [[ / / / / / / / ]] ET IVLIA DO
Imp(eratori) [Caes(ari) divi M(arci) Ant]onini fil(io) [divi Commodi fratr]i divi [Antoni]ni Pii ne[p(oti)] divi [Hadriani pronep(oti) divi Traiani Pa]rthi[ci abnep(oti) divi Nervae adnep(oti) L(ucio) Sept]im[io Severo Pio Pertinaci] Aug(usto) Arabico Adiabenico Par[t]hico [ma]/[ximo pont(ifici) max(imo) tr]ib(unicia) [p]ot(estate) XV [imp(eratori) XII co(n)s(uli) III p(atri) p(atriae) proco(n)s(uli) et I]mp(eratori) [Caes(ari) L(uci) Septimi Se]veri Pii P[ertinacis Aug(usti)] fil(io) / [M(arco) Aurelio A]ntonino Pio / Fe[[[lici Augusto]] A]rabic[o Adiabenico Parthico ma]ximo [trib(unicia)] po[t(estate) X imp(eratori) I]I co(n)s(uli) II desig(nato) III [[et [P(ublio) Septimio Getae nobilissimo Caesari]]] et Iulia(e) Domn(a)e Aug(ustae) [matri castrorum res p(ublica) U(chitanorum) M(aiorum) portic]us fori pec(unia) publ(ica) r(estituit) -EDCS"		
320	CIL 09 04637	"EDCS addition; not in Kettenhoffen

MW"															JD			http://web3.forest.usf.edu/main/other/severan/jdi/images/319.jpg			Image		[Iuliae Domnae] / Augusta[e] / [F]elici(?) ma[tri(?)] / [Im]p(eratoris) Antonin[i Pii] / [Fel]icis Aug(usti) [et] / [cas]trorum [et] / [senat]us ac p[a]/[t]riae / [s]anctissim/ae / [et] Victori[ae]		
77	BCTH ns 06 1970 s. 00188																			http://web3.forest.usf.edu/main/other/severan/jdi/images/76.jpg			ILL’				
4	CIL 06 31335					post 212											"JD, mater avg, mater castrorum"	Rome	Italy	http://web3.forest.usf.edu/main/other/severan/jdi/images/3.jpg			Complete		IVLIAE AVGVSTAE/ MATRI/ AVGVSTI PII FEL ET/ CASTRORVM	"To Iulia Augusta, Mother of the Pius Felix Augustus and of the Camp"	
382	CIL 08 06306	"Transcription from EDCS.

HG"															"JD,  LSS, C"			http://web3.forest.usf.edu/main/other/severan/jdi/images/381.jpg			Translation		Iuliae Augustae matri cas/trorum coniugi / Imp(eratoris) Caes(aris) divi M(arci) Antonini Pii Germ(anici) / Sarm(atici) fili(i) divi Commodi fratris divi / Antonini Pii nepotis divi Hadr(iani) pronep(otis) / divi Traiani Parthic(i) abnepot(is) divi Ner/vae adnepotis / L(uci) Septimi Severi Pii Pertinacis Aug(usti) Arabic(i) / Adiabenici Parthic(i) max(imi) pont(ificis) max(imi) trib(unicia) potes(tate) / XIII imp(eratoris) XI co(n)s(ulis) III proco(n)s(ulis) propagatoris imperi(i) / fortissimi felicissimiq(ue) principis p(atris) p(atriae) matri / Imp(eratoris) Caes(aris) L(uci) Septimi Severi Pii Pertinacis Aug(usti) / Arabic(i) Adiaben(ici) arthic(i) maximi fil(ii) divi M(arci) An/tonini Pii Germ(anici) Sarm(atici) nepotis divi Antonini / Pii pronep(otis) divi Hadriani abnepotis / divi Traiani Parth(i)c(i) et divi Nervae adnep(otis) / M(arci) Aureli Antonini Pii Felicis Aug(usti) / pont(ificis) max(imi) trib(unicia) pot(estate) VIIII co(n)s(ulis) III proco(n)s(ulis) / fortissimi felicissimiq(ue) principis p(atris) p(atriae) / <>/<> res p(ublica) Phuensium		
186	CIL 06 00120	KP															"JD, LSS, C"			http://web3.forest.usf.edu/main/other/severan/jdi/images/185.jpg			Translation		DIANAE / PRO SALVTE / IMP L SEPTIMI SEVERI ET / M AVRELI ANTONINI / AVGG ET / ... / IVLIAE AVG MATR CASTROR / ...		
559	Thylander B 00321 = CIL 14 04285 = CIL 11 07725 = AE 1688 00065	"Transcription from EDCS.

HG"															"C, G, JD,"			http://web3.forest.usf.edu/main/other/severan/jdi/images/558.jpg			Image		Dedicantibus / Sallustio Saturnino / et Orfito procc(uratoribus) / Augg(ustorum) nn(ostrorum) // Pro salute Impp(eratorum) P(ubli) Severi et Antonini / Augg(ustorum) et Getae nobilissimi Caes(aris) et Iuliae Aug(ustae) / m(atri) Augg(ustorum) et castr(orum) Genio saccariorum salarior(um) / totius urbis camp(i) sal(inarum) Rom(anarum) Restitutianus Corne/lianus de XVI ab aer(ario) et ark(arius) sal(inarum) Romanarum cum / Ingenua filia donum dedit		
109	AE 1983 00045	"EDCS transcription

Lit from EDH: AE 1983, 0045.
 G. Barbieri, in: G. Barbieri (Hrsg.), Il lapidario Zeri di Mentana
 (Roma 1982) 58-62, Nr. 22; tav. 20. - AE 1983.
 CIL 06, 40647."				212-217					unknown						"C, JD, vigiles, military, votive, tabula, mater castrorum"	Rome	Rome	http://web3.forest.usf.edu/main/other/severan/jdi/images/108.jpg			Image		Pro salute et reditu / et victorias(!) dom(ini) n(ostri) / Imp(eratoris) Caes(aris) M(arci) Aureli Anto/nini Pii Fel(icis) Aug(usti) Brit(annici) max(imi) / et Iuliae Aug(ustae) mat(ris) Aug(usti) et / castrorum / L(ucio) Valerio Dato pr(aefecto) vig(ilum) e(gregio) v(iro) et / P(ublio) Aelio Anniano s(ub) pr(aefecto) M(arco) Ulpio / [6]	"On behalf of the heath and return and victory of our Imperator Caesar Marcus Aurelius Antoninus Pius Felix Augustus Britannicus Maximus and of Julia Augusta mother of the Augustus and of the Camp. When Lucius Valerius Datus was praefect of the Vigiles, an outstanding man and Publius Aelius Annianus was sub praefect Marcus Ulpius..."	
493	IGBulg 02 00633 = IGRR 01 00577. 01419 = AE 00190 00111	PHI				212-213					M. Junius Lucianus and Ulpia Agrippina						"JD sole dedicant, high priest, high priestess, mater aug, mater castrorum, mater senatus, mater populi romani"	Nicopolis ad Istrum	Moesia Inferior	http://web3.forest.usf.edu/main/other/severan/jdi/images/492.jpg			Translation		"_______ ______ ____ ___(_____) _ __-
____ ____________ ____(____) _ _(_____) ___(_____)
_______ __________ _____(___) _ ___(_____)
_____(___) _ ___(_____) _ ____(_______) {_____________}__ _ ___(_____) _ ___ ______
_____ ____________ ___ ______-
___ ___ _____ _______ _(_____) ___-
____ _________ ___________ {______________}__
___ ___π__ _____ππ____ ____-
______ {_____________}__ _______ _____ __ ___ _-
____ _________."	"To Julia Domna Thea Augusta, mother of the augustus caesar Marcus Aurelius Severus Antoninus Pius Augustus Parthicus Maximus, Brutannicus (sic) Maximus, and mother of the holy camp and of the senate and people of Rome. Marcus Junius Lucianus archeratikos (sic) and his wife Ulpia Agrippina archierratike (sic) and set this up with their own money"	
75	BCTH 1919 s. ccxi	"Cagnat, Bull. de la Soc. des Antiquaires, 1915, p. 196 ff."																Lambaesis	"Africa, Numidia"	http://web3.forest.usf.edu/main/other/severan/jdi/images/74.jpg					"Pro salute et i[ncolumit]ate domni [n(ostri) Seve]ri et Antonin[i P(ii) Fel(icis)] Augusti et Iu[liae] Aug(ustae) matris [Aug(usti)] et castr[orum Fo]rtun(ae) Au[g(ustae)] sa[c(rum)] Ti(berius) Cl(audius) Subat[ia]n[u]s P[roc]ulus leg(atus) Aug(ustorum duorum) [p]r(o) p[rae(tore)] co(n)s(ul) desig(natus), cum suis."		
